ID;Name;Sex;Age;Country;Sport;Games_Type;Year;Has_Medal;Height_cm;Weight_kg
ATH-00279;Alina Kravchenko;Female;37;Malaysia;Judo;Summer;2024;0;185.2;67.8
ATH-00280;Elaine Anderson;Female;22;Australia;Gymnastics (Artistic);Summer;2000;0;155.2;53.9
ATH-00281;Florent Chikovani;Male;19;Thailand;Luge;Winter;1968;1;191.1;87.2
ATH-00282;Gagik Ionescu;Male;17;North Korea;Curling;Winter;2002;0;168.4;83.0
ATH-00283;Luca Babayev;Male;27;Malaysia;Short Track Speed Skating;Winter;2006;0;178.8;53.5
ATH-00284;James Fischer;Male;15;Australia;Judo;Summer;1900;0;179.8;72.7
ATH-00285;Lela Gantulga;Female;41;Belgium;Diving;Summer;2024;1;175.0;74.8
ATH-00286;Alina Alekseyev;Female;33;Japan;Ski Jumping;Winter;1952;0;171.1;69.5
ATH-00287;Claire Nozadze;Female;28;Sweden;Skeleton;Winter;1948;0;191.0;104.4
ATH-00288;Justyna Grigoryan;Female;30;Singapore;Cross-Country Skiing;Winter;1948;0;177.9;81.3
ATH-00289;John Petrov;Male;37;Nigeria;Biathlon;Winter;1976;0;166.6;70.3
ATH-00290;Aysel Kovalenko;Female;30;Egypt;Tennis;Summer;1912;0;197.3;57.2
ATH-00291;Laure Garcia;Female;19;Austria;Swimming;Summer;1906;0;187.0;62.5
ATH-00292;Tirunesh Lochte;Female;30;Great Britain;Alpine Skiing;Winter;2018;0;166.0;91.4
ATH-00293;Yuki Oliveira;Male;30;India;Swimming;Summer;2016;0;189.3;60.3
ATH-00294;Quentin Alekseyev;Male;42;Australia;Rowing;Summer;1896;0;197.8;90.6
ATH-00295;Josef Wu;Male;20;Colombia;Alpine Skiing;Winter;1988;0;177.6;82.0
ATH-00296;Alina Santos;Female;32;Germany;Diving;Summer;1904;1;157.6;60.5
ATH-00297;Claire Sokolov;Female;37;Switzerland;Bobsled;Winter;2006;0;172.9;85.5
ATH-00298;Priya Mwangi;Female;20;Belgium;Archery;Summer;1904;0;164.0;59.5
ATH-00299;Lilit Farah;Female;25;Australia;Football (Soccer);Summer;2000;0;176.2;78.6
ATH-00300;Ayana Davaadorj;Female;40;Chinese Taipei;Biathlon;Winter;1956;1;182.1;70.0
ATH-00301;Isabelle Petrosyan;Female;35;Georgia;Boxing;Summer;2008;1;183.4;67.5
ATH-00302;Giulia Davaadorj;Female;40;Chinese Taipei;Shooting;Summer;2008;0;180.2;75.4
ATH-00303;Sandra Robert;Female;42;Austria;Cycling;Summer;1896;0;179.0;68.1
ATH-00304;Franz Li;Male;19;Jamaica;Figure Skating;Winter;1976;1;159.5;73.2
ATH-00305;Agnieszka Bekele;Female;32;Finland;Luge;Winter;2006;1;177.9;88.7
ATH-00306;Sandra Yuldashev;Female;30;India;Gymnastics (Artistic);Summer;2004;0;147.7;71.1
ATH-00307;Alina White;Female;25;South Africa;Weightlifting;Summer;2008;0;169.1;147.9
ATH-00308;Sarah Shevchenko;Female;33;Croatia;Fencing;Summer;2012;0;179.5;60.1
ATH-00309;Piotr Bekele;Male;34;Finland;Triathlon;Summer;1908;1;188.0;61.4
ATH-00310;Mykola Petrosyan;Male;39;Belgium;Wrestling;Summer;1904;1;185.2;82.6
ATH-00311;Giulia Shevchenko;Female;38;Ethiopia;Volleyball;Summer;1996;0;191.2;82.4
ATH-00312;Anthony Aliyev;Male;35;Colombia;Alpine Skiing;Winter;1994;0;184.7;70.2
ATH-00313;Mohammed Santos;Male;36;Thailand;Diving;Summer;2012;0;157.9;51.3
ATH-00314;Charles Alekseyev;Male;36;United States;Tennis;Summer;1896;0;186.9;91.0
ATH-00315;Salome Clark;Female;35;Norway;Judo;Summer;1908;0;168.3;51.2
ATH-00316;Akiko Mwangi;Female;20;China;Judo;Summer;1996;1;191.8;85.2
ATH-00317;Shota Grigoryan;Male;19;Kenya;Canoe/Kayak;Summer;2016;0;194.7;83.0
ATH-00318;Nino Jung;Male;15;North Korea;Luge;Winter;1980;1;175.0;84.6
ATH-00319;Hiroshi Batjargal;Male;16;Egypt;Curling;Winter;1968;0;179.6;100.4
ATH-00320;Usain Adeyemi;Male;17;Ukraine;Swimming;Summer;2012;0;168.8;86.5
ATH-00321;Piotr Yuldashev;Male;22;Mongolia;Curling;Winter;2014;1;186.0;70.2
ATH-00322;Oleksandr Farah;Male;18;Japan;Curling;Winter;2006;1;174.7;104.0
ATH-00323;Karen Dibaba;Female;23;Finland;Gymnastics (Artistic);Summer;2004;1;153.5;60.4
ATH-00324;Nancy Johnson;Female;15;Soviet Union;Figure Skating;Winter;1952;0;161.8;67.4
ATH-00325;Alina Lochte;Female;35;Finland;Gymnastics (Artistic);Summer;2004;1;179.2;61.7
ATH-00326;Hans White;Male;21;Iran;Curling;Winter;2010;0;185.1;66.7
ATH-00327;Susan Kipchoge;Female;38;Georgia;Biathlon;Winter;2006;1;191.6;84.7
ATH-00328;Lars Haile;Male;42;Hungary;Rowing;Summer;1912;1;181.5;89.4
ATH-00329;Kimberly Moore;Female;37;Norway;Cross-Country Skiing;Winter;1964;1;187.3;62.3
ATH-00330;Christopher Haile;Male;42;Belgium;Volleyball;Summer;2004;0;199.4;74.9
ATH-00331;Haile Hakobyan;Male;16;Great Britain;Athletics;Summer;1920;0;168.3;96.4
ATH-00332;Michael Kovalenko;Male;36;South Korea;Cross-Country Skiing;Winter;1968;0;191.0;68.4
ATH-00333;Katarzyna Moore;Female;24;Egypt;Weightlifting;Summer;1920;0;179.8;86.9
ATH-00334;Dafne Anderson;Female;26;Cuba;Cycling;Summer;1900;0;174.4;58.4
ATH-00335;Carlos Alves;Male;23;Kazakhstan;Shooting;Summer;2016;0;176.0;76.1
ATH-00336;Aysel Garcia;Female;21;Nigeria;Taekwondo;Summer;1996;0;164.1;54.2
ATH-00337;Haile Costa;Male;28;Cuba;Swimming;Summer;1908;0;188.3;71.5
ATH-00338;Shota Greco;Male;20;Cuba;Bobsled;Winter;1988;0;178.5;117.8
ATH-00339;Lars Gebremariam;Male;16;Australia;Judo;Summer;1904;0;184.2;82.6
ATH-00340;Ramil Miller;Male;27;Denmark;Volleyball;Summer;2000;0;209.0;78.3
ATH-00341;Aurelie Bekele;Female;38;Czech Republic;Basketball;Summer;2016;0;197.8;83.2
ATH-00342;Flaviu Thomas;Male;21;Turkey;Tennis;Summer;2004;0;174.1;79.2
ATH-00343;Anjali Okonkwo;Female;26;Armenia;Basketball;Summer;2012;0;203.4;94.9
ATH-00344;George Kim;Male;24;Colombia;Ski Jumping;Winter;1948;1;179.0;54.6
ATH-00345;Camelia Kravchenko;Female;16;Cuba;Tennis;Summer;1904;0;192.1;61.2
ATH-00346;Almaz Ito;Female;30;Iran;Rowing;Summer;2008;1;197.4;88.2
ATH-00347;Denys Meyer;Male;20;Switzerland;Rowing;Summer;1912;0;183.2;81.8
ATH-00348;Andrei Biles;Male;34;Pakistan;Short Track Speed Skating;Winter;1956;0;160.6;69.4
ATH-00349;Ivan Zhao;Male;31;Japan;Ski Jumping;Winter;1972;0;174.5;49.8
ATH-00350;Yuna Romano;Female;15;New Zealand;Speed Skating;Winter;1948;1;167.0;62.8
ATH-00351;Susan Sokolov;Female;18;India;Swimming;Summer;2016;0;169.2;81.7
ATH-00352;Christopher Yang;Male;42;Denmark;Tennis;Summer;1904;0;183.7;59.0
ATH-00353;Regzedmaa Fraser-Pryce;Male;21;Italy;Tennis;Summer;1908;0;193.7;94.3
ATH-00354;Mohammed Wang;Male;30;Belgium;Alpine Skiing;Winter;1936;0;166.1;71.3
ATH-00355;Meseret Popov;Female;42;Greece;Archery;Summer;2000;0;182.8;70.9
ATH-00356;Daniel Sharma;Male;21;Hong Kong;Boxing;Summer;2012;1;187.9;80.9
ATH-00357;Magdalena Martirosyan;Female;23;Argentina;Ice Hockey;Winter;1976;1;188.9;77.1
ATH-00358;Michelle Romano;Female;34;Cuba;Swimming;Summer;1904;0;176.7;74.9
ATH-00359;Ashley Okonkwo;Female;29;Great Britain;Swimming;Summer;2016;0;188.8;86.2
ATH-00360;Enkhjargal Bekele;Female;33;Brazil;Fencing;Summer;2012;0;164.0;65.5
ATH-00361;Kevin Sharma;Male;26;Switzerland;Cycling;Summer;1896;0;177.3;65.7
ATH-00362;Hovhannes Greco;Male;18;France;Fencing;Summer;2004;0;180.5;71.8
ATH-00363;Constantin Kravchenko;Male;18;South Africa;Figure Skating;Winter;1972;0;164.9;78.9
ATH-00364;Klaus Navruzov;Male;27;Finland;Shooting;Summer;1908;0;178.7;76.2
ATH-00365;Ayana Mammadov;Female;25;Georgia;Fencing;Summer;2000;0;184.6;75.6
ATH-00366;Gabriela Martin;Female;31;Pakistan;Curling;Winter;1964;1;177.3;99.4
ATH-00367;Henrik Nikitin;Male;22;Poland;Triathlon;Summer;2020;1;178.5;81.8
ATH-00368;Elena Babayev;Female;20;United States;Triathlon;Summer;1904;0;173.0;63.0
ATH-00369;Lars Bekele;Male;33;South Africa;Wrestling;Summer;1920;0;166.8;64.8
ATH-00370;Ilham Bekele;Male;21;Kazakhstan;Figure Skating;Winter;2022;1;183.5;47.0
ATH-00371;Usukhbayar Thomas;Male;40;Venezuela;Luge;Winter;1992;0;188.2;85.8
ATH-00372;Nigar Cherono;Female;32;Pakistan;Figure Skating;Winter;1968;0;185.9;71.5
ATH-00373;Hans Phelps;Male;41;Greece;Alpine Skiing;Winter;2010;0;185.3;87.9
ATH-00374;Andrei White;Male;35;Mongolia;Alpine Skiing;Winter;1988;0;180.0;72.5
ATH-00375;Christine Popescu;Female;30;Belarus;Football (Soccer);Summer;2020;1;176.3;65.5
ATH-00376;Elmar Lochte;Male;29;Bulgaria;Swimming;Summer;1896;1;169.9;69.7
ATH-00377;Ashley Jung;Female;37;Venezuela;Luge;Winter;1988;0;188.7;83.2
ATH-00378;Irina Popescu;Female;22;Australia;Basketball;Summer;1896;1;200.9;112.8
ATH-00379;Juan Kwon;Male;30;Germany;Boxing;Summer;2000;1;183.9;53.7
ATH-00380;Dafne Zhang;Female;17;Argentina;Volleyball;Summer;2000;1;190.0;103.9
ATH-00381;Justyna Hernandez;Female;28;Armenia;Canoe/Kayak;Summer;2004;0;169.6;62.2
ATH-00382;Susan Kowalczyk;Female;26;Italy;Curling;Winter;1984;0;167.8;99.7
ATH-00383;Pierre Clark;Male;22;United States;Shooting;Summer;2004;0;172.3;92.2
ATH-00384;Elaine Martin;Female;34;Iran;Curling;Winter;2018;0;168.9;99.5
ATH-00385;Lisa Wanjiku;Female;23;Malaysia;Weightlifting;Summer;2000;1;166.4;126.5
ATH-00386;Diego Biles;Male;41;Thailand;Fencing;Summer;2024;0;183.6;58.6
ATH-00387;Dafne Jung;Female;35;Germany;Luge;Winter;1932;0;177.0;61.3
ATH-00388;Gabriela Jackson;Female;32;Jamaica;Diving;Summer;2000;0;179.4;59.4
ATH-00389;Susan Bolt;Female;28;Finland;Curling;Winter;1952;0;194.0;99.9
ATH-00390;Rahul Aliyev;Male;15;Thailand;Canoe/Kayak;Summer;2020;1;188.4;72.1
ATH-00391;Brian Jones;Male;21;France;Ice Hockey;Winter;1968;0;189.5;96.7
ATH-00392;Carol Shevchenko;Female;28;Canada;Tennis;Summer;1900;0;194.7;78.4
ATH-00393;Jae-won Kowalski;Male;28;United States;Cycling;Summer;1912;0;178.8;70.4
ATH-00394;Maxime Tashkentov;Male;25;Germany;Archery;Summer;2012;0;181.3;80.8
ATH-00395;Tatiana Hakobyan;Female;22;Switzerland;Tennis;Summer;1996;0;198.5;88.3
ATH-00396;Svetlana Lochte;Female;36;Canada;Volleyball;Summer;2004;1;207.7;84.7
ATH-00397;Hiroshi Sargsyan;Male;16;Turkey;Canoe/Kayak;Summer;1912;1;172.0;73.6
ATH-00398;Ondrej Jackson;Male;29;Pakistan;Basketball;Summer;2020;0;198.3;122.3
ATH-00399;Patrick Sharma;Male;25;Argentina;Bobsled;Winter;1994;0;195.0;93.7
ATH-00400;Patrick Kvinikadze;Male;28;Pakistan;Ski Jumping;Winter;1976;0;174.1;66.5
ATH-00401;Zheng Wu;Male;33;New Zealand;Luge;Winter;1928;0;163.2;69.8
ATH-00402;Akiko Romano;Female;17;Switzerland;Bobsled;Winter;2018;0;172.8;97.6
ATH-00403;Irina Romano;Female;38;Croatia;Swimming;Summer;2024;0;168.6;81.0
ATH-00404;Alejandro Bianchi;Male;24;South Korea;Curling;Winter;1972;0;187.1;69.2
ATH-00405;Tirunesh Phelps;Female;17;Japan;Curling;Winter;1936;0;177.1;87.4
ATH-00406;Naira Yohannes;Female;41;Mongolia;Luge;Winter;1988;0;188.9;63.0
ATH-00407;Steven Gupta;Male;33;New Zealand;Speed Skating;Winter;1936;1;172.4;59.0
ATH-00408;Mary Cherono;Female;32;Italy;Taekwondo;Summer;1906;0;186.9;70.9
ATH-00409;Leyla Kaminski;Female;19;Mexico;Short Track Speed Skating;Winter;2010;0;167.2;53.4
ATH-00410;Simona Cherono;Female;35;South Africa;Swimming;Summer;2004;0;191.8;75.1
ATH-00411;Bohdan Yuldashev;Male;29;Sweden;Swimming;Summer;1908;0;181.4;71.6
ATH-00412;Franz Liu;Male;20;India;Rowing;Summer;1900;1;193.4;78.0
ATH-00413;Marta Singh;Female;41;Egypt;Basketball;Summer;1920;1;182.1;89.1
ATH-00414;Josef Batjargal;Male;33;Chinese Taipei;Archery;Summer;2024;0;164.6;80.4
ATH-00415;Simona Popescu;Female;16;Malaysia;Diving;Summer;2000;0;183.0;63.4
ATH-00416;Susan Tanaka;Female;38;Armenia;Shooting;Summer;2004;0;183.9;95.0
ATH-00417;Sofia Schmidt;Female;36;Russia;Biathlon;Winter;2010;0;183.7;58.1
ATH-00418;Flaviu Clark;Male;32;Belgium;Freestyle Skiing;Winter;1980;0;170.7;61.2
ATH-00419;Patricia Choi;Female;38;Norway;Curling;Winter;1976;0;183.8;97.3
ATH-00420;James Sokolov;Male;41;North Korea;Triathlon;Summer;1996;0;169.2;74.9
ATH-00421;Magnus Davaadorj;Male;42;China;Football (Soccer);Summer;2012;1;193.0;79.2
ATH-00422;Karolina Shah;Female;31;Italy;Ski Jumping;Winter;1964;1;163.1;52.7
ATH-00423;Wei Sanchez;Male;24;Poland;Luge;Winter;1932;1;186.9;97.3
ATH-00424;Nizami Robinson;Male;39;Hong Kong;Biathlon;Winter;1994;0;192.3;72.0
ATH-00425;Karen Kipchoge;Female;36;New Zealand;Cycling;Summer;1908;0;188.3;62.0
ATH-00426;Lela Fraser-Pryce;Female;25;Malaysia;Figure Skating;Winter;1988;0;158.4;65.8
ATH-00427;Laure Tadesse;Female;30;New Zealand;Football (Soccer);Summer;2008;1;173.0;73.1
ATH-00428;Darya Oliveira;Female;24;Spain;Basketball;Summer;1904;1;185.5;128.6
ATH-00429;Iryna Sanchez;Female;42;India;Tennis;Summer;2008;0;179.3;86.6
ATH-00430;Lela Park;Female;22;Netherlands;Archery;Summer;2012;0;187.6;55.3
ATH-00431;Susan Wilson;Female;21;Norway;Taekwondo;Summer;1996;1;167.1;58.0
ATH-00432;Luis Kim;Male;24;India;Football (Soccer);Summer;1920;0;166.8;86.5
ATH-00433;Nino Schmidt;Female;16;Iran;Speed Skating;Winter;1972;0;164.7;87.4
ATH-00434;Wei Martirosyan;Male;27;India;Wrestling;Summer;2016;0;184.4;97.0
ATH-00435;Alexei Choi;Male;21;North Korea;Ice Hockey;Winter;2010;0;174.7;104.0
ATH-00436;Tatiana Mirzayev;Female;16;Turkey;Taekwondo;Summer;1996;0;187.8;63.6
ATH-00437;Monika Amiranashvili;Female;32;Germany;Weightlifting;Summer;1912;0;156.5;74.0
ATH-00438;Vasyl Huseynov;Male;23;Belgium;Triathlon;Summer;1906;0;187.2;55.3
ATH-00439;Tatiana Chikovani;Female;33;Sweden;Archery;Summer;1906;0;188.2;72.2
ATH-00440;Walter Williams;Male;30;Egypt;Speed Skating;Winter;1948;0;172.6;79.7
ATH-00441;Karen Aliyev;Female;27;Canada;Ice Hockey;Winter;1980;0;173.1;93.0
ATH-00442;Anna Kuznetsov;Female;22;Germany;Judo;Summer;1906;0;170.1;95.3
ATH-00443;Paolo Kuznetsov;Male;19;North Korea;Ski Jumping;Winter;1992;0;186.5;62.1
ATH-00444;Hassan Sanchez;Male;33;Ethiopia;Weightlifting;Summer;2020;0;183.0;122.6
ATH-00445;Elaine Okonkwo;Female;36;Finland;Ski Jumping;Winter;1960;0;185.1;60.9
ATH-00446;Emily Kipchoge;Female;31;Italy;Ski Jumping;Winter;1998;1;164.8;64.7
ATH-00447;Sandra Wang;Female;25;United States;Ice Hockey;Winter;1928;0;174.2;103.2
ATH-00448;Amine Mwangi;Male;20;Canada;Boxing;Summer;1904;0;164.3;49.5
ATH-00449;Sifan White;Female;34;New Zealand;Boxing;Summer;1920;0;158.9;66.1
ATH-00450;Jiri Sato;Male;16;France;Weightlifting;Summer;1906;0;163.3;106.5
ATH-00451;Romain Hernandez;Male;15;Finland;Cross-Country Skiing;Winter;1972;1;165.2;62.2
ATH-00452;Tamar Adeyemi;Female;36;France;Volleyball;Summer;1908;1;183.4;89.3
ATH-00453;Nikolai Davis;Male;34;Ukraine;Archery;Summer;2000;0;173.6;66.9
ATH-00454;Donna Thomas;Female;25;Chinese Taipei;Bobsled;Winter;2022;0;176.9;106.6
ATH-00455;Rui Yadav;Male;31;Thailand;Diving;Summer;2016;0;156.6;79.7
ATH-00456;Maxime Rusu;Male;24;Greece;Shooting;Summer;1906;0;169.4;72.9
ATH-00457;Xia Dinu;Female;29;Netherlands;Wrestling;Summer;1912;0;173.8;61.7
ATH-00458;Valentina Ionescu;Female;24;Denmark;Judo;Summer;1908;1;163.7;57.9
ATH-00459;Siranush Kumar;Female;27;Jamaica;Freestyle Skiing;Winter;1980;0;171.5;74.8
ATH-00460;Nino Gupta;Female;37;Croatia;Cross-Country Skiing;Winter;1994;0;192.5;66.9
ATH-00461;Svetlana Makarov;Female;33;Hungary;Curling;Winter;2014;1;194.2;68.2
ATH-00462;Halyna Greco;Female;38;Denmark;Canoe/Kayak;Summer;2012;0;189.2;97.2
ATH-00463;Katarzyna Yohannes;Female;35;Germany;Athletics;Summer;1900;1;184.5;82.6
ATH-00464;Constantin Volkov;Male;23;Austria;Tennis;Summer;1896;1;176.4;66.1
ATH-00465;Bolormaa Johnson;Female;36;United States;Boxing;Summer;1896;1;177.4;89.4
ATH-00466;Christine Müller;Female;26;Brazil;Luge;Winter;1972;0;176.7;87.3
ATH-00467;Agnieszka Haile;Female;36;Cuba;Diving;Summer;1912;1;175.3;55.5
ATH-00468;Adam Okonkwo;Male;24;Argentina;Cross-Country Skiing;Winter;1984;1;178.9;57.9
ATH-00469;Tomasz Lochte;Male;18;Sweden;Diving;Summer;1906;1;176.6;69.3
ATH-00470;Ilham Tashkentov;Male;39;Brazil;Freestyle Skiing;Winter;1932;0;166.7;59.0
ATH-00471;Vahram Gupta;Male;19;Singapore;Tennis;Summer;2012;0;169.2;70.5
ATH-00472;Mark Kamau;Male;15;Iran;Football (Soccer);Summer;2000;0;167.7;68.5
ATH-00473;Monika Cherono;Female;23;Cuba;Gymnastics (Artistic);Summer;2004;0;147.1;68.4
ATH-00474;Elnur Ito;Male;42;Kazakhstan;Archery;Summer;2012;0;172.5;82.1
ATH-00475;Adrien Babayev;Male;27;Belgium;Taekwondo;Summer;1908;0;179.4;69.3
ATH-00476;Fabio Tashkentov;Male;18;Portugal;Tennis;Summer;2012;0;165.6;94.0
ATH-00477;Jae-won Njoroge;Male;22;Jamaica;Biathlon;Winter;2002;0;187.8;94.7
ATH-00478;Anjali Williams;Female;18;Portugal;Triathlon;Summer;2008;0;181.3;70.5
ATH-00479;Giulia Navruzov;Female;19;Bulgaria;Judo;Summer;1920;0;172.6;90.5
ATH-00480;Usukhbayar Dibaba;Male;20;Colombia;Rowing;Summer;2016;1;178.9;73.2
ATH-00481;Priya Huseynov;Female;20;Greece;Wrestling;Summer;1900;0;179.4;110.6
ATH-00482;Zheng Thomas;Male;22;Chinese Taipei;Short Track Speed Skating;Winter;1956;0;163.8;62.8
ATH-00483;Romain Ionescu;Male;17;India;Canoe/Kayak;Summer;1920;0;185.0;70.8
ATH-00484;Michelle Hernandez;Female;40;Japan;Short Track Speed Skating;Winter;2006;0;172.3;72.5
ATH-00485;Patricia Fraser-Pryce;Female;27;Hungary;Triathlon;Summer;1904;0;189.3;68.2
ATH-00486;Wei Lopez;Male;39;Australia;Triathlon;Summer;2004;0;182.0;62.0
ATH-00487;Jessica Gupta;Female;37;Brazil;Basketball;Summer;1920;0;192.6;86.5
ATH-00488;Kamran Greco;Male;28;Armenia;Fencing;Summer;2008;0;182.7;58.4
ATH-00489;Kipchoge Grigoryan;Male;31;New Zealand;Luge;Winter;2014;0;185.5;68.3
ATH-00490;Donna Amiranashvili;Female;26;Germany;Archery;Summer;1904;0;187.8;89.0
ATH-00491;Natalya Greco;Female;35;South Africa;Athletics;Summer;2012;0;189.6;73.1
ATH-00492;Rahul Kravchenko;Male;21;United States;Ice Hockey;Winter;1976;0;176.8;87.0
ATH-00493;Mei Chen;Female;26;Switzerland;Triathlon;Summer;1900;0;164.3;65.7
ATH-00494;Ashley Tadesse;Female;30;Iran;Tennis;Summer;1996;0;167.0;93.3
ATH-00495;Thomas Oliveira;Male;28;Thailand;Athletics;Summer;2016;0;195.4;68.6
ATH-00496;Jiajun Kiros;Male;21;Russia;Rowing;Summer;2020;0;193.9;70.9
ATH-00497;Tigran White;Male;27;Netherlands;Luge;Winter;1924;0;177.4;79.4
ATH-00498;Kenji Anderson;Male;15;Bulgaria;Ski Jumping;Winter;1960;1;167.6;70.8
ATH-00499;Siranush Karimov;Female;31;Canada;Football (Soccer);Summer;1912;0;167.2;82.3
ATH-00500;Matthew Huseynov;Male;34;Kenya;Tennis;Summer;2012;0;169.3;77.0
ATH-00501;Elmar Wiśniewski;Male;17;Mexico;Cross-Country Skiing;Winter;1976;0;171.8;86.9
ATH-00502;Karolina Aliyev;Female;42;Georgia;Tennis;Summer;2012;0;177.2;65.9
ATH-00503;Monika Nozadze;Female;23;Hong Kong;Athletics;Summer;2024;0;174.0;84.3
ATH-00504;Hyun-soo Schneider;Male;41;Croatia;Triathlon;Summer;2020;1;165.7;74.0
ATH-00505;Mykhailo Patel;Male;22;Great Britain;Taekwondo;Summer;1912;0;190.2;78.2
ATH-00506;Michelle Kaminski;Female;22;Austria;Triathlon;Summer;1906;0;177.7;77.0
ATH-00507;Guram Ito;Male;41;Australia;Taekwondo;Summer;1896;1;191.6;93.6
ATH-00508;Paul Jones;Male;39;Netherlands;Boxing;Summer;1920;0;155.6;89.6
ATH-00509;Enkhjargal Enkhtaivan;Female;29;Australia;Wrestling;Summer;1906;0;162.6;121.0
ATH-00510;Nikolai Kiros;Male;27;France;Basketball;Summer;1896;1;177.6;76.6
ATH-00511;Shota Thomas;Male;34;Mexico;Biathlon;Winter;1936;0;191.6;83.4
ATH-00512;Flaviu Smith;Male;42;Chinese Taipei;Speed Skating;Winter;1964;1;189.1;62.2
ATH-00513;Christine Petrosyan;Female;28;Cuba;Football (Soccer);Summer;1904;0;176.4;74.9
ATH-00514;Adrien Lochte;Male;22;New Zealand;Figure Skating;Winter;1932;0;185.4;47.1
ATH-00515;Svetlana Kim;Female;41;Hungary;Taekwondo;Summer;1996;1;171.8;81.3
ATH-00516;Carol Phelps;Female;22;Germany;Volleyball;Summer;1896;1;197.9;77.0
ATH-00517;Charles Moore;Male;34;France;Athletics;Summer;1908;1;193.5;69.2
ATH-00518;Kimberly Park;Female;27;Germany;Volleyball;Summer;1908;0;182.5;90.7
ATH-00519;Mark Clark;Male;26;Poland;Luge;Winter;1956;1;169.4;58.5
ATH-00520;Arsen Bondarenko;Male;16;Austria;Triathlon;Summer;1900;0;179.0;63.5
ATH-00521;Yohan Wu;Male;15;Denmark;Boxing;Summer;1912;0;184.3;51.4
ATH-00522;Usukhbayar Sargsyan;Male;31;Egypt;Basketball;Summer;2016;0;198.1;126.4
ATH-00523;Tsend-Ochir Zhao;Male;33;Belgium;Diving;Summer;1906;0;157.8;58.0
ATH-00524;Hiroshi Constantin;Male;23;France;Speed Skating;Winter;1976;0;164.3;89.8
ATH-00525;Anjali Bolt;Female;36;Turkey;Bobsled;Winter;1976;0;170.2;112.7
ATH-00526;Leyla Johnson;Female;26;Portugal;Archery;Summer;1920;0;184.7;91.7
ATH-00527;Natalya Shevchenko;Female;18;Iran;Alpine Skiing;Winter;1972;0;171.6;61.3
ATH-00528;Ivan Davis;Male;39;Canada;Luge;Winter;1992;0;171.2;61.4
ATH-00529;Shota Kiros;Male;25;Germany;Judo;Summer;2020;0;183.5;56.4
ATH-00530;Jiri Yuldashev;Male;34;Netherlands;Figure Skating;Winter;1924;1;158.7;78.9
ATH-00531;Robert Lee;Male;38;Kenya;Football (Soccer);Summer;2008;0;194.1;77.3
ATH-00532;Adrien Grigoryan;Male;35;Azerbaijan;Fencing;Summer;2000;0;166.1;62.0
ATH-00533;Nino Robert;Female;37;Denmark;Luge;Winter;1980;0;191.0;62.4
ATH-00534;Sergei Ionescu;Male;32;Greece;Taekwondo;Summer;2020;0;191.6;78.7
ATH-00535;Valentina Yohannes;Female;36;Poland;Short Track Speed Skating;Winter;1968;1;180.1;70.0
ATH-00536;Jessica Tashkentov;Female;28;Thailand;Ice Hockey;Winter;1956;0;174.8;80.8
ATH-00537;Camelia Yamamoto;Female;25;North Korea;Ice Hockey;Winter;2010;1;191.2;107.0
ATH-00538;Miho Müller;Female;35;South Africa;Football (Soccer);Summer;1996;0;171.8;88.0
ATH-00539;Mark Liu;Male;24;Singapore;Rowing;Summer;1996;1;189.7;65.9
ATH-00540;Mei Kato;Female;24;Bulgaria;Ski Jumping;Winter;1980;1;178.0;48.1
ATH-00541;Ivan Sharma;Male;18;New Zealand;Swimming;Summer;2000;1;182.9;93.1
ATH-00542;Sakura Fischer;Female;20;Turkey;Freestyle Skiing;Winter;1984;0;169.3;82.8
ATH-00543;Rui Okonkwo;Male;28;Cuba;Triathlon;Summer;2020;0;193.7;61.8
ATH-00544;Kenji Gonzalez;Male;28;Soviet Union;Cross-Country Skiing;Winter;1980;1;166.9;65.5
ATH-00545;Anna Makarov;Female;21;China;Archery;Summer;2000;0;187.2;62.9
ATH-00546;Naoto Perez;Male;33;Switzerland;Rowing;Summer;1900;1;178.9;103.7
ATH-00547;Bohdan Yohannes;Male;38;Spain;Swimming;Summer;1900;0;183.3;56.9
ATH-00548;David Jung;Male;16;Spain;Rowing;Summer;2020;0;180.7;101.1
ATH-00549;Thomas Romano;Male;17;Great Britain;Cycling;Summer;1908;0;183.8;58.6
ATH-00550;Vahram Kovalenko;Male;36;Italy;Bobsled;Winter;2014;0;193.0;105.6
ATH-00551;Regzedmaa Petrosyan;Male;16;China;Shooting;Summer;2012;1;171.2;87.6
ATH-00552;Ramil Zhang;Male;22;Hungary;Curling;Winter;2010;0;167.1;81.9
ATH-00553;Krzysztof Bekele;Male;22;Switzerland;Boxing;Summer;1904;0;160.1;71.7
ATH-00554;Arjun Bernard;Male;26;Bulgaria;Luge;Winter;1994;0;175.1;83.0
ATH-00555;Thomas Taylor;Male;33;Hungary;Diving;Summer;1900;0;166.8;55.0
ATH-00556;Nino Rossi;Female;37;Canada;Volleyball;Summer;2016;1;176.8;92.3
ATH-00557;Claire Davis;Female;20;India;Athletics;Summer;2008;0;165.0;103.0
ATH-00558;Tomasz Yang;Male;39;Netherlands;Taekwondo;Summer;2020;0;194.6;60.8
ATH-00559;Sandra Bernard;Female;36;Bulgaria;Fencing;Summer;2012;1;174.9;56.2
ATH-00560;Katarzyna Watanabe;Female;23;Turkey;Boxing;Summer;1908;0;156.8;70.4
